Date,T,U
2017-12-31,10.583333333333332,80.625
2018-01-01,7.434782608695652,70.43478260869566
2018-01-02,3.158333333333333,87.625
2018-01-03,-5.108333333333333,47.041666666666664
2018-01-04,6.158333333333336,79.29166666666667
2018-01-05,10.395833333333334,56.125
2018-01-06,20.595833333333335,68.91666666666667
2018-01-07,19.73636363636364,36.81818181818182
2018-01-08,26.69583333333333,51.791666666666664
2018-01-09,16.508333333333336,59.333333333333336
2018-01-10,10.59166666666667,65.95833333333333
2018-01-11,6.891666666666668,82.41666666666667
2018-01-12,5.125,92.33333333333333
2018-01-13,3.0625,83.41666666666667
2018-01-14,1.183333333333333,74.5
2018-01-15,0.9124999999999996,85.04166666666667
2018-01-16,5.420833333333333,81.20833333333333
2018-01-17,2.1791666666666667,80.08333333333333
2018-01-18,4.479166666666667,76.66666666666667
2018-01-19,2.7708333333333335,82.66666666666667
2018-01-20,1.2708333333333333,94.20833333333333
2018-01-21,1.6416666666666668,86.70833333333333
2018-01-22,1.5666666666666662,96.875
2018-01-23,5.654166666666668,83.5
2018-01-24,8.320833333333335,80.29166666666667
2018-01-25,8.79166666666667,76.16666666666667
2018-01-26,7.245833333333334,85.95833333333333
2018-01-27,4.039130434782609,97.82608695652173
2018-01-28,6.329166666666666,84.125
2018-01-29,7.966666666666666,82.58333333333333
2018-01-30,5.466666666666666,77.66666666666667
2018-01-31,6.333333333333333,84.58333333333333
2018-02-01,4.929166666666667,82.83333333333333
2018-02-02,1.3124999999999998,89.91666666666667
2018-02-03,-4.066666666666667,55.75
2018-02-04,8.083333333333332,70.75
2018-02-05,10.350000000000001,64.91666666666667
2018-02-06,19.808333333333334,68.75
2018-02-07,19.395833333333332,37.625
2018-02-08,24.570833333333336,69.79166666666667
2018-02-09,16.52916666666667,67.5
2018-02-10,7.091666666666668,79.91666666666667
2018-02-11,8.683333333333332,79.75
2018-02-12,8.7625,90.95833333333333
2018-02-13,-0.27083333333333326,73.0
2018-02-14,-1.7333333333333334,72.70833333333333
2018-02-15,-0.5499999999999999,83.125
2018-02-16,2.1041666666666665,92.875
2018-02-17,-9.25185853854297e-18,89.58333333333333
2018-02-18,0.029166666666666678,81.25
2018-02-19,-1.4749999999999999,82.25
2018-02-20,-1.5791666666666664,79.66666666666667
2018-02-21,-0.5750000000000001,70.125
2018-02-22,-0.9500000000000001,59.541666666666664
2018-02-23,-2.2826086956521743,59.78260869565217
2018-02-24,-3.029166666666667,56.791666666666664
2018-02-25,-5.295833333333333,50.416666666666664
2018-02-26,-7.429166666666666,58.416666666666664
2018-02-27,-8.216666666666667,55.5
2018-02-28,-8.320833333333333,55.625
2018-03-01,6.508333333333333,78.75
2018-03-02,1.6541666666666668,84.45833333333333
2018-03-03,-1.9708333333333332,82.5
2018-03-04,14.5875,50.666666666666664
2018-03-05,14.420833333333333,58.666666666666664
2018-03-06,21.5125,63.458333333333336
2018-03-07,21.379166666666663,34.208333333333336
2018-03-08,27.574999999999992,55.125
2018-03-09,17.01666666666667,84.625
2018-03-10,12.383333333333338,69.70833333333333
2018-03-11,9.1,77.70833333333333
2018-03-12,11.045000000000002,93.4
2018-03-13,7.345833333333334,80.41666666666667
2018-03-14,4.879166666666666,82.41666666666667
2018-03-15,5.354166666666667,71.79166666666667
2018-03-16,6.141666666666666,91.625
2018-03-17,-1.8250000000000008,81.0
2018-03-18,-3.608333333333333,75.95833333333333
2018-03-19,-2.3208333333333333,61.625
2018-03-20,-2.4875000000000003,75.625
2018-03-21,0.004166666666666661,60.583333333333336
2018-03-22,0.18750000000000008,72.91666666666667
2018-03-23,3.441666666666667,92.125
2018-03-24,5.079166666666667,73.375
2018-03-25,5.339130434782609,66.78260869565217
2018-03-26,6.008695652173915,67.47826086956522
2018-03-27,6.275000000000001,71.08333333333333
2018-03-28,7.6625000000000005,86.79166666666667
2018-03-29,6.308333333333334,65.45833333333333
2018-03-30,6.650000000000001,71.54166666666667
2018-03-31,8.004166666666668,80.91666666666667
2018-04-01,6.754166666666666,85.45833333333333
2018-04-02,-0.38749999999999996,95.75
2018-04-03,3.391666666666667,78.20833333333333
2018-04-04,13.637500000000001,64.29166666666667
2018-04-05,14.874999999999998,53.625
2018-04-06,22.716666666666665,57.583333333333336
2018-04-07,21.808333333333334,46.958333333333336
2018-04-08,28.075,51.458333333333336
2018-04-09,19.195833333333333,76.25
2018-04-10,10.370833333333335,71.29166666666667
2018-04-11,10.20833333333333,85.0
2018-04-12,7.137500000000002,82.79166666666667
2018-04-13,10.124999999999998,91.75
2018-04-14,12.629166666666665,70.91666666666667
2018-04-15,14.116666666666665,64.54166666666667
2018-04-16,16.054166666666667,62.458333333333336
2018-04-17,15.258333333333333,67.125
2018-04-18,16.587500000000002,60.625
2018-04-19,18.320833333333336,51.0
2018-04-20,18.854166666666664,53.958333333333336
2018-04-21,18.966666666666665,60.375
2018-04-22,19.4875,61.583333333333336
2018-04-23,17.216666666666665,68.41666666666667
2018-04-24,14.899999999999997,72.25
2018-04-25,14.604166666666664,68.83333333333333
2018-04-26,11.270833333333334,58.583333333333336
2018-04-27,11.924999999999999,57.291666666666664
2018-04-28,14.22916666666667,61.0
2018-04-29,17.433333333333337,69.04166666666667
2018-04-30,15.354166666666664,54.791666666666664
2018-05-01,8.2875,82.33333333333333
2018-05-02,-2.1458333333333335,82.33333333333333
2018-05-03,5.741666666666666,74.70833333333333
2018-05-04,9.441666666666665,68.75
2018-05-05,16.0,52.26086956521739
2018-05-06,22.587500000000002,59.583333333333336
2018-05-07,20.320833333333336,74.25
2018-05-08,26.233333333333338,47.125
2018-05-09,20.408333333333335,63.666666666666664
2018-05-10,12.549999999999999,69.54166666666667
2018-05-11,11.737500000000004,82.0
2018-05-12,1.7125000000000001,90.875
2018-05-13,18.208333333333336,74.45833333333333
2018-05-14,18.34166666666667,72.54166666666667
2018-05-15,15.750000000000002,60.791666666666664
2018-05-16,14.273913043478261,79.43478260869566
2018-05-17,15.33478260869565,72.65217391304348
2018-05-18,12.54166666666667,71.20833333333333
2018-05-19,13.856521739130432,68.65217391304348
2018-05-20,17.00833333333333,60.791666666666664
2018-05-21,18.873913043478257,51.56521739130435
2018-05-22,18.05,66.0
2018-05-23,17.529166666666665,74.5
2018-05-24,16.937500000000004,86.58333333333333
2018-05-25,18.291666666666668,80.66666666666667
2018-05-26,20.270833333333332,68.29166666666667
2018-05-27,20.616666666666667,71.72222222222223
2018-05-28,23.935000000000002,58.05
2018-05-29,22.3,69.66666666666667
2018-05-30,21.754166666666666,69.04166666666667
2018-05-31,23.27916666666667,65.875
2018-06-01,6.841666666666669,93.25
2018-06-02,-2.4500000000000006,80.45833333333333
2018-06-03,1.9249999999999998,77.04166666666667
2018-06-04,7.129166666666666,61.791666666666664
2018-06-05,16.904166666666665,44.208333333333336
2018-06-06,22.350000000000005,57.333333333333336
2018-06-07,21.229166666666668,67.04166666666667
2018-06-08,24.8625,46.291666666666664
2018-06-09,18.816666666666666,70.54166666666667
2018-06-10,14.983333333333333,70.20833333333333
2018-06-11,9.487500000000002,84.875
2018-06-12,6.791666666666665,90.25
2018-06-13,15.309090909090907,64.5
2018-06-14,13.299999999999999,74.71428571428571
2018-06-15,18.925,63.875
2018-06-16,19.53529411764706,65.94117647058823
2018-06-17,18.724999999999998,65.375
2018-06-18,19.050000000000004,59.333333333333336
2018-06-19,20.037499999999998,66.25
2018-06-20,22.735714285714288,62.92857142857143
2018-06-21,20.191666666666666,58.833333333333336
2018-06-22,12.973333333333333,58.266666666666666
2018-06-23,13.358333333333333,66.45833333333333
2018-06-24,13.899999999999999,68.84615384615384
2018-06-25,17.470833333333335,58.125
2018-06-26,18.915000000000006,61.5
2018-06-27,19.65,53.583333333333336
2018-06-28,16.400000000000002,72.9090909090909
2018-06-29,20.914285714285715,66.42857142857143
2018-06-30,22.37894736842105,40.36842105263158
2018-07-01,5.124999999999999,85.0
2018-07-02,-2.1869565217391305,78.26086956521739
2018-07-03,6.279166666666666,72.83333333333333
2018-07-04,12.927272727272726,43.63636363636363
2018-07-05,17.979166666666668,48.541666666666664
2018-07-06,20.745833333333334,74.54166666666667
2018-07-07,21.054166666666667,52.875
2018-07-08,26.412499999999998,47.333333333333336
2018-07-09,17.983333333333327,77.25
2018-07-10,15.070833333333333,74.0
2018-07-11,8.391666666666666,88.625
2018-07-12,10.817391304347828,81.21739130434783
2018-07-13,22.141666666666662,57.041666666666664
2018-07-14,23.237499999999997,47.833333333333336
2018-07-15,22.037499999999998,53.416666666666664
2018-07-16,20.483333333333338,65.95833333333333
2018-07-17,22.387500000000003,55.125
2018-07-18,23.15833333333333,46.625
2018-07-19,22.504166666666666,43.0
2018-07-20,23.258333333333336,43.25
2018-07-21,19.625,76.875
2018-07-22,19.458333333333332,84.75
2018-07-23,23.058333333333334,63.333333333333336
2018-07-24,24.200000000000003,54.583333333333336
2018-07-25,25.7,52.708333333333336
2018-07-26,26.400000000000006,47.916666666666664
2018-07-27,26.15833333333333,43.708333333333336
2018-07-28,24.358333333333334,57.0
2018-07-29,24.60000000000001,55.833333333333336
2018-07-30,26.662499999999998,46.708333333333336
2018-07-31,27.45833333333334,43.791666666666664
2018-08-01,4.816666666666667,83.41666666666667
2018-08-02,-2.4125,81.83333333333333
2018-08-03,6.045833333333333,71.29166666666667
2018-08-04,14.129166666666668,55.166666666666664
2018-08-05,18.8625,48.291666666666664
2018-08-06,22.312499999999996,70.04166666666667
2018-08-07,21.42916666666667,44.625
2018-08-08,25.620833333333334,52.666666666666664
2018-08-09,17.262499999999996,57.916666666666664
2018-08-10,12.6625,79.58333333333333
2018-08-11,9.054166666666665,93.58333333333333
2018-08-12,6.395652173913042,80.52173913043478
